rowid,mpl_hostname,mpl_letter,mpl_def,mpl_reflink,mpl_discmethod,mpl_pnum,mpl_orbper,mpl_orbsmax,mst_teff,mst_mass,mst_rad,rowupdate,mpl_name,mpl_masse,mpl_rade,mpl_disc,mpl_status,st_dist
1692,Kepler-1589,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,0.99166527,,6166,1.18,1.25,5/10/16,Kepler-1589 b,,1.09,2016,3,
1693,Kepler-159,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,10.139623,0.082,4625,,0.66,5/14/14,Kepler-159 b,,2.38,2014,3,900
1694,Kepler-159,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,43.595792,0.218,4625,,0.66,5/14/14,Kepler-159 c,,3.41,2014,3,1090
1695,Kepler-1590,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,7.61760804,,6053,1.11,1.16,5/10/16,Kepler-1590 b,,1.14,2016,3,1349
1696,Kepler-1591,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,8.18504949,,6082,1.1,1.16,5/10/16,Kepler-1591 b,,1.27,2016,3,755
1697,Kepler-1592,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,3.05710069,,6213,1.18,1.28,5/10/16,Kepler-1592 b,,1.54,2016,3,1100
1698,Kepler-1593,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,174.509835,,4995,0.81,0.77,5/10/16,Kepler-1593 b,,3.17,2016,3,841
1699,Kepler-1594,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,2.71603809,,5946,1.06,1.08,5/10/16,Kepler-1594 b,,1.06,2016,3,1166
1700,Kepler-1595,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,4.56380468,,5203,0.84,0.8,5/10/16,Kepler-1595 b,,1.23,2016,3,1255
1701,Kepler-1596,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,66.373379,,5706,0.95,0.92,5/10/16,Kepler-1596 b,,1.9,2016,3,734
1702,Kepler-1597,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,2.94654179,,6377,1.25,1.39,5/10/16,Kepler-1597 b,,1.06,2016,3,1004
1703,Kepler-1598,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,4.34195123,,5940,1.07,1.09,5/10/16,Kepler-1598 b,,0.95,2016,3,61
1704,Kepler-1599,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,122.363553,,5767,0.99,0.99,5/10/16,Kepler-1599 b,,1.62,2016,3,
1705,Kepler-16,b,1,<a href=http://adsabs.harvard.edu/abs/2011Sci...333.1602D target=ref> Doyle et al. 2011 </a>,Transit,1,228.776,0.7048,4450,0.6897,0.65,5/14/14,Kepler-16 b,105.833,8.449,2011,3,
1706,Kepler-160,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,4.309427,0.05,5857,,0.88,5/14/14,Kepler-160 b,,1.54,2014,3,992
1707,Kepler-160,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,13.699087,0.109,5857,,0.88,5/14/14,Kepler-160 c,,3.61,2014,3,660
1708,Kepler-1600,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,386.370548,,5214,0.86,0.82,5/10/16,Kepler-1600 b,,3.13,2016,3,815
1709,Kepler-1601,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,2.20921951,,5869,1.04,1.07,5/10/16,Kepler-1601 b,,0.82,2016,3,1751
1710,Kepler-1602,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,11.17931605,,6296,1.22,1.36,5/10/16,Kepler-1602 b,,1.34,2016,3,562
1711,Kepler-1603,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,2.27163926,,6241,1.21,1.31,5/10/16,Kepler-1603 b,,1.29,2016,3,224
1712,Kepler-1604,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,0.68368426,,4976,0.81,0.76,5/10/16,Kepler-1604 b,,1.41,2016,3,880
1713,Kepler-1605,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,85.7565495,,5280,0.86,0.82,5/10/16,Kepler-1605 b,,1.08,2016,3,735
1714,Kepler-1606,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,196.435224,,5422,0.9,0.86,5/10/16,Kepler-1606 b,,2.07,2016,3,832
1715,Kepler-1607,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,13.6473676,,6116,1.14,1.21,5/10/16,Kepler-1607 b,,0.92,2016,3,1483
1716,Kepler-1608,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,16.4735686,,4992,0.75,0.72,5/10/16,Kepler-1608 b,,1.73,2016,3,
1717,Kepler-1609,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,114.34219,,6132,1.18,1.27,5/10/16,Kepler-1609 b,,2.22,2016,3,
1718,Kepler-161,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,4.921355,0.054,5078,,0.81,5/14/14,Kepler-161 b,,2.12,2014,3,1063
1719,Kepler-161,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,7.06424,0.068,5078,,0.81,5/14/14,Kepler-161 c,,2.05,2014,3,686
1720,Kepler-1610,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,8.70181574,,5383,0.91,0.87,5/10/16,Kepler-1610 b,,1.61,2016,3,837
1721,Kepler-1611,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,5.1762429,,5605,0.94,0.93,5/10/16,Kepler-1611 b,,0.81,2016,3,855
1722,Kepler-1612,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,3.91795101,,5643,0.96,0.94,5/10/16,Kepler-1612 b,,1.03,2016,3,982
1723,Kepler-1613,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,1.5184299,,6005,1.08,1.12,5/10/16,Kepler-1613 b,,2.08,2016,3,940
1724,Kepler-1614,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,3.9466141,,5121,0.79,0.76,5/10/16,Kepler-1614 b,,1.49,2016,3,862
1725,Kepler-1615,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,47.3126192,,5865,1.04,1.05,5/10/16,Kepler-1615 b,,2.06,2016,3,813
1726,Kepler-1616,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,6.76284377,,6266,1.21,1.34,5/10/16,Kepler-1616 b,,1.02,2016,3,1238
1727,Kepler-1617,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,27.4785572,,6167,1.15,1.22,5/10/16,Kepler-1617 b,,1.2,2016,3,520
1728,Kepler-1618,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,6.10826019,,6620,1.41,1.65,5/10/16,Kepler-1618 b,,1.26,2016,3,
1729,Kepler-1619,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,23.6225913,,5852,1,1,5/10/16,Kepler-1619 b,,0.76,2016,3,
1730,Kepler-162,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,6.919798,0.069,5816,,0.96,5/14/14,Kepler-162 b,,1.26,2014,3,773
1731,Kepler-162,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,19.446355,0.137,5816,,0.96,5/14/14,Kepler-162 c,,3.03,2014,3,1461
1732,Kepler-1620,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,101.951829,,6157,1.15,1.23,5/10/16,Kepler-1620 b,,1.61,2016,3,927
1733,Kepler-1621,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,92.263714,,6158,1.15,1.24,5/10/16,Kepler-1621 b,,2.16,2016,3,986
1734,Kepler-1622,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,10.8118737,,6436,1.31,1.5,5/10/16,Kepler-1622 b,,1.47,2016,3,199
1735,Kepler-1623,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,4.36128348,,5772,1,1,5/10/16,Kepler-1623 b,,1.31,2016,3,1213
1736,Kepler-1624,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,3.29030452,,3636,0.5,0.47,5/10/16,Kepler-1624 b,,5.7,2016,3,1718
1737,Kepler-1625,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,287.378949,,5677,0.96,0.94,5/10/16,Kepler-1625 b,,6.06,2016,3,311
1738,Kepler-1626,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,4.13962966,,6826,1.51,1.85,5/10/16,Kepler-1626 b,,2.02,2016,3,352
1739,Kepler-1627,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,7.20283653,,5445,0.87,0.84,5/10/16,Kepler-1627 b,,3.69,2016,3,390
1740,Kepler-1628,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,76.378033,,3724,0.55,0.52,5/10/16,Kepler-1628 b,,6.43,2016,3,
1741,Kepler-1629,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,3.87595807,,5776,1.01,1.01,5/10/16,Kepler-1629 b,,0.77,2016,3,
1742,Kepler-163,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,7.810937,0.078,5776,,0.92,5/14/14,Kepler-163 b,,1.05,2014,3,278
1743,Kepler-163,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,21.347262,0.152,5776,,0.92,5/14/14,Kepler-163 c,,2.26,2014,3,1190
1744,Kepler-1630,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,509.997402,,4736,0.66,0.63,5/10/16,Kepler-1630 b,,2.19,2016,3,584
1745,Kepler-1631,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,4.09513932,,5679,0.97,0.95,5/10/16,Kepler-1631 b,,1.35,2016,3,811
1746,Kepler-1632,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,448.303558,,6137,1.12,1.19,5/10/16,Kepler-1632 b,,2.47,2016,3,654
1747,Kepler-1633,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,186.404271,,6256,1.2,1.32,5/10/16,Kepler-1633 b,,1.58,2016,3,1084
1748,Kepler-1634,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,374.876239,,5474,0.92,0.89,5/10/16,Kepler-1634 b,,3.19,2016,3,1567
1749,Kepler-1635,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,469.63111,,5347,0.89,0.85,5/10/16,Kepler-1635 b,,3.64,2016,3,506
1750,Kepler-1636,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,425.47785,,5797,1.01,1.02,5/10/16,Kepler-1636 b,,3.23,2016,3,879
1751,Kepler-1637,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,6.10960324,,5789,1.02,1.02,5/10/16,Kepler-1637 b,,0.89,2016,3,1168
1752,Kepler-1638,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,259.33683,,5710,0.97,0.95,5/10/16,Kepler-1638 b,,1.87,2016,3,
1753,Kepler-1639,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,9.878482,,6150,1.12,1.18,5/10/16,Kepler-1639 b,,2.58,2016,3,
1754,Kepler-164,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,5.03503,0.058,5888,,1.15,5/14/14,Kepler-164 b,,1.41,2014,3,
1755,Kepler-164,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,10.945723,0.097,5888,,1.15,5/14/14,Kepler-164 c,,2.73,2014,3,1379
1756,Kepler-164,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,28.986769,0.187,5888,,1.15,5/14/14,Kepler-164 d,,2.45,2014,3,961
1757,Kepler-1640,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,7.5844126,,6324,1.27,1.43,5/10/16,Kepler-1640 b,,4.82,2016,3,961
1758,Kepler-1641,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,19.672266,,6152,1.12,1.19,5/10/16,Kepler-1641 b,,3.11,2016,3,447
1759,Kepler-1641,c,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,32.657212,,6152,1.12,1.19,5/10/16,Kepler-1641 c,,2.95,2016,3,447
1760,Kepler-1642,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,12.2057513,,5355,0.88,0.84,5/10/16,Kepler-1642 b,,3.2,2016,3,414
1761,Kepler-1642,c,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,6.6513802,,5355,0.88,0.84,5/10/16,Kepler-1642 c,,2.66,2016,3,592
1762,Kepler-1643,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,5.34264507,,5508,0.92,0.88,5/10/16,Kepler-1643 b,,2.3,2016,3,844
1763,Kepler-1644,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,21.0907758,,5499,0.89,0.86,5/10/16,Kepler-1644 b,,1.88,2016,3,81
1764,Kepler-1645,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,16.1779561,,5812,1.02,1.02,5/10/16,Kepler-1645 b,,1.78,2016,3,
1765,Kepler-1646,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,4.48558383,,3299,0.24,0.26,5/10/16,Kepler-1646 b,,1.23,2016,3,
1766,Kepler-1647,b,1,<a href=http://adsabs.harvard.edu/abs/2015arXiv151200189K target=ref>Kostov et al. 2016</a>,Transit,1,1107.5923,2.7205,6210,1.2207,1.79,5/19/16,Kepler-1647 b,483,11.874,2016,3,
1767,Kepler-1649,b,1,<a href=http://adsabs.harvard.edu/abs/2017AJ....153..162A target=ref>Angelo et al. 2017</a>,Transit,1,8.68909,0.0514,3240,0.219,0.25,4/27/17,Kepler-1649 b,,1.08,2017,3,
1768,Kepler-165,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,8.180848,0.072,5211,,0.77,5/14/14,Kepler-165 b,,2.32,2014,3,120.5
1769,Kepler-165,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,15.31299,0.11,5211,,0.77,5/14/14,Kepler-165 c,,2.23,2014,3,69.4
1770,Kepler-1650,b,1,<a href=http://adsabs.harvard.edu/abs/2017arXiv170501545M target=ref>Mann et al. 2017</a>,Transit,1,1.53818001,,3410,0.326,0.33,5/25/17,Kepler-1650 b,,0.96,2017,3,
1771,Kepler-1651,b,1,<a href=http://adsabs.harvard.edu/abs/2017arXiv170501545M target=ref>Mann et al. 2017</a>,Transit,1,9.87863917,,3713,0.522,0.5,5/25/17,Kepler-1651 b,,1.84,2017,3,
1772,Kepler-166,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,7.650254,0.072,5413,,0.74,5/14/14,Kepler-166 b,,2.27,2014,3,
1773,Kepler-166,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,34.260281,0.195,5413,,0.74,5/14/14,Kepler-166 c,,2.38,2014,3,330
1774,Kepler-166,d,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,1.55400393,,5350,0.88,0.83,5/10/16,Kepler-166 d,,1.73,2016,3,330
1775,Kepler-167,b,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160300042K target=ref>Kipping et al. 2016</a>,Transit,4,4.3931632,0.0483,4890,0.77,0.73,3/10/16,Kepler-167 b,,1.615,2014,3,330
1776,Kepler-167,c,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160300042K target=ref>Kipping et al. 2016</a>,Transit,4,7.406114,0.0684,4890,0.77,0.73,3/10/16,Kepler-167 c,,1.548,2014,3,330
1777,Kepler-167,d,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160300042K target=ref>Kipping et al. 2016</a>,Transit,4,21.803855,0.1405,4890,0.77,0.73,3/10/16,Kepler-167 d,,1.194,2016,3,
1778,Kepler-167,e,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160300042K target=ref>Kipping et al. 2016</a>,Transit,4,1071.23228,1.89,4890,0.77,0.73,3/10/16,Kepler-167 e,,10.15,2016,3,
1779,Kepler-168,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,4.425391,0.056,6282,,1.11,5/14/14,Kepler-168 b,,1.46,2014,3,
1780,Kepler-168,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,13.193242,0.116,6282,,1.11,5/14/14,Kepler-168 c,,2.69,2014,3,
1781,Kepler-169,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,5,3.250619,0.04,4997,,0.76,5/14/14,Kepler-169 b,,1.13,2014,3,
1782,Kepler-169,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,5,6.195469,0.062,4997,,0.76,5/14/14,Kepler-169 c,,1.21,2014,3,
1783,Kepler-169,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,5,8.348125,0.075,4997,,0.76,5/14/14,Kepler-169 d,,1.25,2014,3,
1784,Kepler-169,e,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,5,13.767102,0.105,4997,,0.76,5/14/14,Kepler-169 e,,2.2,2014,3,800
1785,Kepler-169,f,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,5,87.090195,0.359,4997,,0.76,5/14/14,Kepler-169 f,,2.58,2014,3,
1786,Kepler-17,b,1,<a href=http://adsabs.harvard.edu/abs/2011ApJS..197...14D target=ref> D&eacute;sert et al. 2011 </a>,Transit,1,1.4857108,0.02591,,,,5/14/14,Kepler-17 b,778.65,14.68,2011,3,
1787,Kepler-170,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,7.930592,0.08,5679,,1.03,5/14/14,Kepler-170 b,,3.2,2014,3,
1788,Kepler-170,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,16.665863,0.131,5679,,1.03,5/14/14,Kepler-170 c,,2.86,2014,3,
1789,Kepler-171,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,4.166972,0.05,5642,,0.84,5/14/14,Kepler-171 b,,2.34,2014,3,
1790,Kepler-171,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,11.463462,0.098,5642,,0.84,5/14/14,Kepler-171 c,,2.56,2014,3,
1791,Kepler-171,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,39.595519,0.223,5642,,0.84,5/14/14,Kepler-171 d,,1.89,2014,3,
1792,Kepler-172,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,2.940309,0.04,5526,,1.08,5/14/14,Kepler-172 b,,2.35,2014,3,
1793,Kepler-172,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,6.388996,0.068,5526,,1.08,5/14/14,Kepler-172 c,,2.86,2014,3,
1794,Kepler-172,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,14.627119,0.118,5526,,1.08,5/14/14,Kepler-172 d,,2.25,2014,3,
1795,Kepler-172,e,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,35.118736,0.211,5526,,1.08,5/14/14,Kepler-172 e,,2.76,2014,3,
1796,Kepler-173,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,4.263742,0.048,6031,,0.95,5/14/14,Kepler-173 b,,1.29,2014,3,
1797,Kepler-173,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,8.005777,0.074,6031,,0.95,5/14/14,Kepler-173 c,,2.43,2014,3,
1798,Kepler-174,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,13.98179,0.1,4880,,0.62,5/14/14,Kepler-174 b,,1.96,2014,3,
1799,Kepler-174,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,44.000529,0.214,4880,,0.62,5/14/14,Kepler-174 c,,1.49,2014,3,
1800,Kepler-174,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,247.35373,0.677,4880,,0.62,5/14/14,Kepler-174 d,,2.19,2014,3,
1801,Kepler-175,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,11.903515,0.105,6064,,1.01,5/14/14,Kepler-175 b,,2.56,2014,3,
1802,Kepler-175,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,2,34.035257,0.213,6064,,1.01,5/14/14,Kepler-175 c,,3.1,2014,3,
1803,Kepler-176,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,5.433074,0.058,5232,,0.89,5/14/14,Kepler-176 b,,1.43,2014,3,
1804,Kepler-176,c,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,4,12.759712,0.102,5232,,0.89,5/14/14,Kepler-176 c,,2.6,2014,3,
